id_projeto,desc_nome,situacao,organizacao_resp,valor_investimento_previsto,qtd_investimentos_previstos,somente_investimento_001,dt_inicial_prevista,dt_final_prevista,natureza_intervencao,especie_intervencao,sistema_resp,latitude_representativa_publica,longitude_representativa_publica,qtd_coordenadas_encontradas
14722.42-22,Melhorias do Acesso Norte,Cadastrada,MINISTERIO DA ECONOMIA,600000.0,1,False,2022-06-21,2023-12-31,Obra,Construção,Transferegov.br,-27.6573,-50.58149,2
38305.42-80,CONSTRUÇÃO DE CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL - Creche Pré-escola Tipo 1  Jaraguá do Sul/SC,Em execução,MINISTERIO DA ECONOMIA,5867057.37,1,False,2024-06-17,2028-06-17,Obra,Construção,Transferegov.br,-26.52024,-49.13766,1
103606.42-77,Provisão habitacional no município de Água Doce/SC,Cadastrada,MINISTERIO DA ECONOMIA,3699814.28,1,False,2025-12-17,2029-12-17,Obra,Construção,Transferegov.br,-27.00487,-51.33336,1
94170.31-47,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59502.000297/2018-32,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,19369590.43,1,False,2020-01-31,2023-05-08,Obra,Construção,CIPI,-28.398330025261,-49.55083,1
66409.42-86,656534 - Esc. Educação Infantil - Tipo C - ENTRE RIOS/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,6688.17,1,False,2010-09-20,2012-03-13,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
15811.42-66,Pavimentação Estrada Geral Barra do Rio Chapéu,Concluída,MINISTERIO DA ECONOMIA,382188.49,1,False,2021-12-31,2024-09-30,Obra,Construção,Transferegov.br,-28.13186,-49.13256,1
69778.42-32,700242/11 - EE Inf Fada Madrinha - Ampl - Palma Sola/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,6864.54,1,False,2012-05-07,2012-11-03,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
110503.42-38,APOIO A PROJETO DE INFRAESTRUTURA TURÍSTICA-Pavimentação de acesso às Praias no Município de Bombinhas/SC.,Concluída,MINISTERIO DA ECONOMIA,4621788.74,1,False,2018-12-31,2021-12-31,Obra,Construção,CIPI,,,0
39343.42-06,Contratação de empresa especializada para Elaboração de projetos para Reforma do Laboratório Laboratório Físico-Químico da Embrapa Suínos e Aves.,Cadastrada,EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA,79316.35,1,False,2024-07-01,2024-12-31,Projeto,Reforma,CIPI,-27.3128058862328,-51.9873623939374,1
21297.42-27,Espaço Multiuso (Quadra com Cobertura e Estrutura de Concreto),Cadastrada,"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE",1144639.87,1,False,2023-05-01,2023-12-01,Obra,Construção,CIPI,-29.10199395099925,-49.63884458533038,1
100343.42-40,ESTUDO E READEQUAçãO DO PROJETO BáSICO DO SISTEMA DE ESGOTA MENTO SANITARIO DAS BACIAS INDEPENDENTES DA VERTENTE LEST,Concluída,MINISTÉRIO DAS CIDADES,1715061.56,1,False,2013-04-15,2018-04-08,Obra,Construção,SIMEC-MCID,-26.30451,-48.8494,1
93728.42-01,"Pavimentação de Estradas Vicinais, rua Fortunato Gadotti e Rua José Raimundo Silveira do município de São João do Itaperiú SC",Cadastrada,MINISTERIO DA ECONOMIA,3675125.52,1,False,2025-12-01,2027-12-01,Obra,Construção,Transferegov.br,-26.5698,-48.79069,1
18581.42-30,PAVIMENTAÇÃO ASFALTICA EM C.B.U.Q - LINHA BARRO PRETO,Concluída,MINISTERIO DA ECONOMIA,962019.0,1,False,2022-12-22,2024-12-30,Obra,Recuperação,Transferegov.br,,,0
110532.42-51,APOIO A PROJETO DE INFRAESTRUTURA TURÍSTICA - Construção de Portais no município de São José-SC.,Inacabada,MINISTERIO DA ECONOMIA,705998.29,1,False,2018-12-31,2023-09-28,Obra,Construção,CIPI,,,0
67728.42-58,701966 - Espaço Educativo Urbano II - 06 Salas - PAR - Construção Fundamental - Morro da Fumaça/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,915312.28,1,False,2011-04-19,2012-11-04,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
86644.42-90,Bairro São Domingos,Cadastrada,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2018-09-13,2020-12-31,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
123488.42-32,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59000.000652/2000-03,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,10292.0,1,False,2000-11-16,2004-05-23,Obra,Construção,CIPI,-26.9500000227935,-51.4538,1
84776.42-04,Comunidade de Santo Antônio - Celso Ramos - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2019-04-02,2021-09-18,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
26639.42-54,Pavimentação de vias urbanas,Em execução,MINISTERIO DA ECONOMIA,669166.98,1,False,2023-10-27,2026-10-27,Obra,Construção,Transferegov.br,-27.29537,-49.78404,1
44715.43-39,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.008958/2022-90,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,382794.73,1,False,2023-09-18,2024-09-17,Obra,Recuperação,CIPI,-26.9294400227585,-48.94972,1
88364.42-68,00 00672/2012,Concluída,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,5701103.8,1,False,2013-06-24,2017-08-28,Obra,Construção,SUPRA,-27.5969,-48.5495,1
114523.42-33,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.003885/2020-88,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,97516.25,1,False,2022-07-28,2023-10-04,Obra,Recuperação,CIPI,-26.0220800212154,-48.84984,1
98710.42-09,Macrodrenagem da subbacia do Rio Mathias com implantacao de galerias nas ruas Nove de Marco Visconde de Taunay XV de,Em execução,MINISTÉRIO DAS CIDADES,65207942.05,1,False,2014-06-10,2028-04-30,Obra,Construção,SIMEC-MCID,-26.30451,-48.8494,1
94988.42-00,Melhorias Sanitárias Domiciliares,Cadastrada,MINISTERIO DA ECONOMIA,800000.0,1,False,2025-12-31,2026-12-31,Obra,Construção,Transferegov.br,-27.16347,-51.39988,1
80056.42-36,PAC 2 - Construção de Quadra Escolar Coberta 001/2013 - Ponte Alta do Norte - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-07-03,2016-12-31,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
41211.42-70,Construção de Estrutura de contenção de talude,Em execução,MINISTERIO DA ECONOMIA,961180.0,1,False,2024-12-27,2027-01-31,Obra,Construção,Transferegov.br,-27.12136,-49.99585,1
81592.42-10,PAC 2 - Construção de Quadra Escolar Coberta 001/2013 - Herval dOeste - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-10-14,2016-08-22,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
40551.42-65,recuoeração da barragem Norte (José Boiteux),Cadastrada,MINISTERIO DA ECONOMIA,12431530.14,1,False,2019-12-19,2027-04-25,Obra,Reforma,Transferegov.br,-26.89179,-49.68224,1
6215.42-10,SERVIÇO DE INSTALAÇÃO DE DIVISÓRIA DRY-WALL NA SALA DA CGP DO CÂMPUS JOINVILLE DO IFSC,Cadastrada,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",10104.88,1,False,2022-08-01,2022-08-30,Projeto,Construção,CIPI,,,0
38213.42-67,[XXE] Projeto para a Construção do Refeitório dos Alunos IFSC Campus Xanxerê,Cadastrada,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",75000.0,1,False,2024-02-01,2024-12-02,Projeto,Construção,CIPI,-26.8767216758912,-52.41794994099,1
128159.42-98,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,129600.0,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-26.8206600225731,-49.34771,1
77770.42-23,PAC 2 - Cobertura de Quadra Escolar 002 - São José - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-07-02,2015-12-06,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
20449.42-80,PAVIMENTAÇÃO DE VIA URBANA - BENJAMIN COLLA,Cadastrada,MINISTERIO DA ECONOMIA,326284.1,1,False,2021-12-27,2026-12-28,Obra,Construção,Transferegov.br,-27.39276,-51.22402,1
7921.42-02,Pavimentação com pedras irregulares Linha São Roque,Inacabada,MINISTERIO DA ECONOMIA,303090.77,1,False,2020-12-30,2024-12-30,Obra,Construção,Transferegov.br,-27.06476,-51.20554,1
22597.42-20,"REFORMA, PAVIMENTAÇÃO E URBANIZAÇÃO DO ESTACIONAMENTO DO CENTRO CULTURAL DA MARINHA EM SANTA CATARINA (CCMSC)",Concluída,COMANDO DA MARINHA,147449.0,1,False,2023-08-01,2023-09-18,Obra,Reforma,CIPI,-27.6004900239028,-48.54909,1
109922.42-29,APOIO A PROJETO DE INFRAESTRUTURA TURÍSTICA-Construção de Centro de Eventos no Município de Marema /SC.,Concluída,MINISTERIO DA ECONOMIA,346751.6,1,False,2018-10-19,2022-10-30,Obra,Construção,CIPI,,,0
114714.42-57,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.000122/2017-80,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,178157.0,1,False,2018-03-16,2019-03-15,Obra,Recuperação,CIPI,-26.8633300226458,-52.99417,1
115235.42-67,Revitalização de praça no Município de Santiago do Sul/SC.,Concluída,MINISTERIO DA ECONOMIA,386560.8,1,False,2019-12-19,2022-12-31,Obra,Construção,CIPI,,,0
124113.42-07,Reforma do Parque Nacional da Maçã e do Centro de Eventos Newton Stélio Fontanela Localizado no município de São Joaquim/SC,Concluída,MINISTERIO DA ECONOMIA,292792.79,1,False,2015-12-17,2023-03-30,Obra,Construção,CIPI,,,0
61019.42-45,CONSTRUÇÃO DE PARQUE MUNICIPAL,Cadastrada,MINISTERIO DA ECONOMIA,2600000.0,1,False,2025-06-25,2029-06-25,Obra,Construção,Transferegov.br,-26.41456,-49.0778,1
135792.42-33,Pavimentação em estrada vicinal,Cadastrada,MINISTERIO DA ECONOMIA,450000.0,1,False,2026-06-11,2029-12-31,Obra,Construção,Transferegov.br,-26.76817,-53.38147,1
127860.42-08,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,972727.03,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-26.9656000228201,-49.0574,1
74245.42-05,PAC 2 - Cobertura de Quadra Escolar 001,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2012-12-13,2013-10-09,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
103610.42-50,"Construção de arquibancadas, vestiários e iluminação do Campo de Futebol no Município de Benedito Novo/SC",Cadastrada,MINISTERIO DA ECONOMIA,984000.0,1,False,2025-12-18,2028-09-30,Obra,Construção,Transferegov.br,-26.77196,-49.36497,1
1533.42-29,16 00692/2018,Concluída,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,38789362.39,1,False,2018-09-12,2021-03-03,Obra,Construção,CIPI,-27.5969,-48.5495,1
86832.42-66,Construindo o futuro de Aurora - Aurora - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2021-03-15,2025-12-31,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
127690.42-42,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59050.001420/2009-15,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,70000.0,1,False,2010-01-20,2012-12-11,Obra,Construção,CIPI,-27.8936000244023,-48.93,1
85923.42-44,Prefeitura Municipal Porto Belo - Porto Belo - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2019-08-16,2025-02-16,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
127613.42-48,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59000.000652/2000-03,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,10292.0,1,False,2000-11-16,2004-05-23,Obra,Construção,CIPI,-27.0908000230336,-52.0567,1
94052.51-48,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59502.000824/2017-28,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,1005890.2,1,False,2018-03-29,2019-03-28,Obra,Ampliação,CIPI,-28.9221100261485,-49.68227,1
127803.42-16,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001252/2011-74,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,3115809.89,1,False,2011-11-23,2019-10-23,Obra,Recuperação,CIPI,-27.1996100232191,-49.63543,1
111113.42-03,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001293/2013-22,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,100000.0,1,False,2014-03-12,2019-09-30,Obra,Recuperação,CIPI,-27.2633600233278,-49.68856,1
94733.42-76,Revitalização de infraestrutura no Parque do Sino da Paz  no município de Frei Rogério/SC - 2º etapa,Cadastrada,MINISTERIO DA ECONOMIA,490896.0,1,False,2025-12-30,2028-09-30,Obra,Recuperação,Transferegov.br,-27.19926,-50.7638,1
84015.42-57,PAC 2 - Construção de Quadra Escolar Coberta 001/2013 - Maravilha - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-08-13,2017-11-17,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
65660.42-30,830441 - Escola de Educação Infantil - Arroio Trinta/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,9483.35,1,False,2008-08-28,2010-06-26,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
71863.42-09,Creche Santo Antonio,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2013-08-28,2014-08-15,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
118211.42-97,"Pavimentação de Parte da Rua Heitor Beninca, neste Município de Rodeio - SC.",Concluída,MINISTERIO DA ECONOMIA,249260.03,1,False,2021-09-16,2024-08-31,Obra,Construção,CIPI,,,0
5207.42-86,RDC nº 3/2021 - REFORMA DAS INSTALAÇÕES DE PREVENÇÃO CONTRA INCÊNDIO NO CAMPUS JOINVILLE DO IFSC,Cadastrada,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",134314.37,1,False,2022-02-02,2022-05-02,Obra,Reforma,CIPI,,,0
52016.42-75,Rua Leandro Thomas Francisco,Concluída,MINISTERIO DA ECONOMIA,352595.0,1,False,2019-12-31,2026-04-01,Obra,Construção,Transferegov.br,,,0
52189.42-53,16 00674/2024,Em execução,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,30402040.93,1,False,2024-12-23,2027-09-13,Obra,Construção,SUPRA,-27.5969,-48.5495,1
43936.42-42,REFEITÓRIO IFC CAMPUS SOMBRIO,Concluída,"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE",1413390.16,1,False,2024-11-01,2026-05-01,Obra,Construção,CIPI,-29.102167414194,-49.63918978383111,1
111101.42-66,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.000961/2013-02,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,135197.03,1,False,2014-03-05,2017-05-31,Obra,Recuperação,CIPI,-29.1084900264631,-49.63494,1
67782.42-03,658384 - CEDUP Diomício Freitas - Tubarão/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,97997.96,1,False,2010-12-22,2016-03-04,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
20436.42-54,Pavimentação Diversas Ruas,Concluída,MINISTERIO DA ECONOMIA,2030293.28,1,False,2021-12-28,2025-12-28,Obra,Construção,Transferegov.br,-26.99777,-51.41361,1
128097.42-55,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,36080.16,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-27.3133300234131,-49.95277,1
109782.42-22,Construção do Parque do Centenário no município de Porto União - SC,Concluída,MINISTERIO DA ECONOMIA,416876.86,1,False,2018-06-29,2023-12-31,Obra,Construção,CIPI,,,0
111116.42-40,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001293/2013-22,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,700000.0,1,False,2014-03-12,2019-09-30,Obra,Recuperação,CIPI,-27.2703600233398,-49.65486,1
2301.42-01,00 01055/2013 - BR-470/SC - Gestão Ambiental,Cadastrada,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,25286140.14,1,False,2013-12-19,2021-11-07,Outros,Construção,CIPI,,,0
131617.42-70,Reforma do telhado do bloco central - IFC Campus Ibirama,Paralisada,"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE",271819.89,1,False,2018-12-05,2019-05-30,Obra,Reforma,CIPI,-27.0492554465044,-49.5386450075515,1
47817.42-22,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Cadastrada,FUNDO NACIONAL DE SAUDE,746000.0,1,False,2018-03-22,2018-03-23,Obra,Construção,SISMOB,-28.3573601471979,-49.29751574993134,1
20558.42-60,PAVIMENTAÇÃO COM CONCRETO ASFÁLTICO USINADO QUENTE (C.A.U.Q) E SINALIZAÇÃO DE RUAS DO BAIRRO SÃO FLORIANO DENTRO DO PERÍMETRO URBANO DO MUNICÍPIO DE IBICARÉ  SC,Concluída,MINISTERIO DA ECONOMIA,512766.86,1,False,2021-11-17,2024-11-17,Obra,Construção,Transferegov.br,-27.09082,-51.3719,1
128080.42-80,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,151200.0,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-28.5488900255166,-49.40252,1
123525.42-35,Sedec - Recuperação de Infraestrutura afetada por desastre 59000.001220/2000-10,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,7501.0,1,False,2000-06-26,2000-11-23,Obra,Recuperação,CIPI,-29.1902700266009,-49.91694,1
63221.42-86,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Concluída,FUNDO NACIONAL DE SAUDE,889000.0,1,False,2022-03-16,2025-12-21,Obra,Construção,SISMOB,-28.020895,-48.612556,1
116356.42-50,"Pavimentação Asfáltica da Estrada Geral Bela Vista, Município de Santa Rosa do Sul.",Concluída,MINISTERIO DA ECONOMIA,449299.3,1,False,2019-12-20,2021-12-20,Obra,Construção,CIPI,,,0
57367.42-78,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Em execução,FUNDO NACIONAL DE SAUDE,2783622.0,1,False,2025-04-12,2028-06-18,Obra,Construção,SISMOB,-28.281992970507698,-49.17403757572174,1
64678.42-59,830161 - Escola de Educação Infantil - Herval dOeste/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,9322.4,1,False,2011-11-07,2012-11-06,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
91679.31-58,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.002498/2017-58,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,722553.1,1,False,2018-10-29,2019-10-28,Obra,Construção,CIPI,-26.95966002281,-53.58576,1
50836.42-17,COMPLEMENTAÇÃO DA OBRA DO GINÁSIO DO CÂMPUS CANOINHAS DO IFSC.,Em execução,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",1079316.42,1,False,2026-01-05,2026-07-04,Obra,Construção,CIPI,-26.1831400214886,-50.367,1
139551.42-30,"Pavimentação rígida, incluindo calçadas, drenagem e sinalização viária na Rua Projetada o lado do 5º Grupo da Polícia Militar,Centro",Cadastrada,MINISTERIO DA ECONOMIA,508000.0,1,False,2026-08-28,2029-08-26,Obra,Construção,Transferegov.br,-27.13158,-51.46058,1
75761.42-54,PAC 2 - Construção de Quadra Escolar Coberta 015,Cadastrada,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-12-18,2015-12-31,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
21540.42-40,CONSTRUÇÃO DE INFRAESTRUTURA NO PARQUE SINO DA PAZ,Cadastrada,MINISTERIO DA ECONOMIA,340000.0,1,False,2023-05-31,2026-09-30,Obra,Construção,Transferegov.br,-27.19878,-50.76251,1
126271.42-58,"Ampliação de Centro de Referência Especializado para População em Situação de Rua – Centro POP/Avenida Gustavo Richard,s/n - Passarela do Samba “Nego Quirido” – Florianópolis/SC.",Cancelada,MINISTERIO DA ECONOMIA,253000.0,1,False,2017-11-30,2020-06-30,Obra,Construção,CIPI,,,0
111104.42-02,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001184/2013-13,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,130000.0,1,False,2013-12-31,2017-08-20,Obra,Recuperação,CIPI,-28.1399500248218,-49.11764,1
105554.42-37,"Readequação de imóvel para a instalação da casa do turismo em novo local, no município de Blumenau/SC.",Cadastrada,MINISTERIO DA ECONOMIA,487330.0,1,False,2025-12-30,2028-09-30,Obra,Reforma,Transferegov.br,-26.91746,-49.08569,1
80282.42-59,PAC 2 - Construção de Quadra Escolar Coberta 003/2013 - Criciúma - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-06-02,2016-06-09,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
54626.42-30,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Cadastrada,FUNDO NACIONAL DE SAUDE,2026110.0,1,False,2024-05-08,2024-05-28,Obra,Construção,SISMOB,-27.17484850816639,-50.81169784069062,1
77256.42-66,PAC 2 - Boava Vestiario - Construção de Quadra Escolar Coberta 001/2013 - São Joaquim - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2022-02-16,2023-02-16,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
76235.42-06,16 00013/2003,Concluída,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,339429.32,1,False,2003-12-23,2005-01-15,Obra,Construção,SUPRA,-27.5969,-48.5495,1
111163.42-85,Sedec - Recuperação de Infraestrutura afetada por desastre SEI  59050.000474/2015-01,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,42413.0,1,False,2015-06-19,2016-03-14,Obra,Recuperação,CIPI,-26.866970022652,-52.42058,1
127620.42-68,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001451/2011-82,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,88087.73,1,False,2011-11-08,2018-06-10,Obra,Recuperação,CIPI,-27.1025000230535,-49.8694,1
94269.42-25,CEU da Cultura de São Miguel d Oeste,Cadastrada,MINISTERIO DA ECONOMIA,2578622.0,1,False,2026-03-31,2029-03-31,Obra,Construção,Transferegov.br,-26.7409,-53.52799,1
117967.42-04,Reforma de quadra de areia no município de Joinville/SC,Em execução,MINISTERIO DA ECONOMIA,289393.94,1,False,2021-09-16,2025-09-15,Obra,Construção,CIPI,,,0
111697.42-42,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.001642/2018-91,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,60029.23,1,False,2018-05-17,2019-05-16,Obra,Recuperação,CIPI,-27.4541700236532,-48.45306,1
84033.42-79,PAC 2 - Construção de Quadra Escolar Coberta 001/2013 - Siderópolis - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-05-30,2017-03-17,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
134203.42-07,Implantação de Infraestrutura no Parque Urbano no município de Maravilha/SC,Cadastrada,MINISTERIO DA ECONOMIA,1934000.0,1,False,2026-05-27,2028-07-31,Obra,Construção,Transferegov.br,-26.77722,-53.16438,1
93085.42-09,Pavimentação de estrda vicinal no Municipio,Cadastrada,MINISTERIO DA ECONOMIA,400000.0,1,False,2025-12-15,2029-04-15,Obra,Construção,Transferegov.br,-27.56861,-48.81531,1
106626.42-04,Pavimentação da Rua Alberto Puhler,Cadastrada,MINISTERIO DA ECONOMIA,492329.0,1,False,2025-12-23,2028-09-30,Obra,Construção,Transferegov.br,-26.97397,-49.09453,1
16888.42-70,Pavimentação de Ruas,Cadastrada,MINISTERIO DA ECONOMIA,485000.0,1,False,2022-12-28,2024-12-31,Obra,Construção,Transferegov.br,-26.7223,-49.47141,1
59458.42-03,"PAVIMENTAÇÃO SC 112 SERRO AZUL 2,2KM",Cadastrada,MINISTERIO DA ECONOMIA,5000000.0,1,False,2025-05-08,2029-05-08,Obra,Construção,Transferegov.br,-26.58601,-49.61918,1
9068.42-84,Pavimentação e construção de passeios em Rua de Morro da Fumaça/SC,Cadastrada,MINISTERIO DA ECONOMIA,400000.0,1,False,2022-11-18,2024-12-31,Obra,Construção,Transferegov.br,-28.63759,-49.40688,1
83969.42-63,CEI CENTRO,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2020-01-31,2021-08-01,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
65182.42-06,710198 - Escola de Educação Infantil - Içara/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,75114.16,1,False,2015-09-02,2015-11-13,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
